city,phone_service,multiple_lines,internet_service,internet_type,contract_type,"tenure (months)",customer_status
Cutler,Yes,No,Yes,"Fiber Optic",Month-to-Month,20,Stayed
Alameda,Yes,No,No,None,"One Year",24,Stayed
"San Diego",No,No,Yes,DSL,Month-to-Month,9,Churned
"Newport Beach",Yes,No,Yes,DSL,"One Year",47,Stayed
"Los Angeles",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,7,Stayed
Stockton,No,No,Yes,DSL,Month-to-Month,1,Churned
Helendale,Yes,No,Yes,Cable,Month-to-Month,46,Stayed
"San Diego",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,53,Churned
Saratoga,Yes,No,Yes,"Fiber Optic",Month-to-Month,16,Stayed
Concord,Yes,No,Yes,DSL,Month-to-Month,15,Stayed
Woodacre,Yes,No,Yes,"Fiber Optic","One Year",45,Stayed
Concord,Yes,No,Yes,DSL,Month-to-Month,6,Stayed
Olivehurst,Yes,No,No,None,"One Year",18,Stayed
Trinidad,Yes,Yes,Yes,"Fiber Optic","One Year",64,Stayed
"Garden Grove",Yes,Yes,Yes,DSL,"One Year",34,Churned
Sacramento,Yes,No,Yes,Cable,Month-to-Month,5,Stayed
Altadena,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,20,Churned
Columbia,Yes,No,Yes,Cable,Month-to-Month,5,Churned
"Sheep Ranch",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,13,Churned
"Hamilton City",Yes,Yes,Yes,Cable,"One Year",59,Stayed
Pinecrest,Yes,Yes,Yes,DSL,Month-to-Month,17,Stayed
"West Hollywood",Yes,No,Yes,"Fiber Optic",Month-to-Month,9,Churned
"San Luis Obispo",Yes,No,Yes,"Fiber Optic",Month-to-Month,10,Churned
"Pine Grove",Yes,No,Yes,"Fiber Optic",Month-to-Month,5,Churned
"San Diego",Yes,Yes,Yes,"Fiber Optic","One Year",54,Churned
Livermore,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,56,Stayed
"Lucerne Valley",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,4,Churned
Clarksburg,Yes,No,No,None,Month-to-Month,2,Churned
"San Diego",Yes,No,Yes,"Fiber Optic",Month-to-Month,27,Churned
Coalinga,Yes,No,Yes,DSL,Month-to-Month,1,Churned
Cressey,Yes,No,Yes,"Fiber Optic","One Year",53,Stayed
Burney,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,54,Churned
"Imperial Beach",Yes,No,Yes,Cable,"One Year",23,Stayed
"El Monte",Yes,No,No,None,"One Year",6,Stayed
"Los Angeles",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,11,Churned
"Los Angeles",Yes,Yes,Yes,"Fiber Optic","One Year",61,Stayed
"Forks Of Salmon",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,34,Stayed
"Marina Del Rey",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,56,Stayed
Loomis,Yes,No,No,None,"One Year",38,Stayed
"Los Angeles",No,No,Yes,Cable,Month-to-Month,7,Stayed
"Sun City",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,55,Stayed
Paradise,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,22,Stayed
"Westlake Village",Yes,No,Yes,"Fiber Optic",Month-to-Month,3,Churned
Ludlow,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,3,Churned
"San Jose",Yes,No,Yes,"Fiber Optic",Month-to-Month,7,Churned
Brawley,Yes,No,Yes,"Fiber Optic",Month-to-Month,13,Stayed
Calpine,Yes,No,Yes,Cable,"One Year",36,Stayed
"Big Bar",Yes,No,Yes,"Fiber Optic","One Year",54,Stayed
Chico,Yes,No,Yes,Cable,Month-to-Month,13,Stayed
"Santa Ana",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,35,Churned
Winters,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,10,Churned
Vacaville,Yes,No,Yes,"Fiber Optic",Month-to-Month,44,Stayed
Palmdale,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,58,Churned
Tulare,No,No,Yes,Cable,"One Year",52,Stayed
"Woodland Hills",Yes,No,Yes,"Fiber Optic",Month-to-Month,7,Churned
Jolon,Yes,No,Yes,"Fiber Optic",Month-to-Month,20,Churned
"Mountain View",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,13,Churned
Clearlake,No,No,Yes,DSL,Month-to-Month,12,Stayed
Novato,Yes,No,Yes,"Fiber Optic","One Year",54,Stayed
"Agoura Hills",Yes,No,No,None,"One Year",13,Stayed
Oakland,Yes,No,Yes,"Fiber Optic",Month-to-Month,7,Stayed
Covina,Yes,Yes,Yes,"Fiber Optic","One Year",42,Stayed
"Rancho Cordova",Yes,Yes,Yes,"Fiber Optic","One Year",49,Stayed
Claremont,Yes,No,Yes,"Fiber Optic",Month-to-Month,32,Churned
Hornitos,Yes,No,No,None,"One Year",11,Stayed
"Thousand Palms",Yes,No,Yes,"Fiber Optic",Month-to-Month,1,Churned
"Woodland Hills",Yes,No,No,None,"One Year",37,Stayed
Bodfish,Yes,No,Yes,Cable,Month-to-Month,1,Churned
Glendale,Yes,Yes,Yes,DSL,"One Year",26,Stayed
"San Diego",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,69,Churned
Fiddletown,Yes,No,Yes,DSL,"One Year",26,Stayed
"Squaw Valley",No,No,Yes,DSL,Month-to-Month,40,Stayed
"Santa Ynez",Yes,No,Yes,DSL,"One Year",33,Stayed
Corona,Yes,No,Yes,DSL,Month-to-Month,18,Churned
"Junction City",Yes,No,Yes,DSL,"One Year",68,Stayed
Escondido,Yes,No,Yes,Cable,Month-to-Month,19,Stayed
"San Diego",Yes,No,No,None,Month-to-Month,1,Churned
"Glen Ellen",Yes,No,Yes,"Fiber Optic","One Year",56,Stayed
"Port Hueneme",Yes,No,No,None,Month-to-Month,7,Churned
"San Diego",Yes,No,Yes,"Fiber Optic",Month-to-Month,5,Churned
Clements,Yes,No,No,None,"One Year",7,Stayed
Acampo,Yes,Yes,Yes,"Fiber Optic","One Year",62,Stayed
Angwin,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,56,Stayed
"South El Monte",Yes,Yes,No,None,"One Year",41,Stayed
Glendale,No,No,Yes,DSL,Month-to-Month,1,Churned
"San Diego",Yes,No,Yes,"Fiber Optic","One Year",38,Stayed
"San Diego",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,11,Churned
Nicolaus,Yes,No,Yes,"Fiber Optic",Month-to-Month,26,Stayed
Burbank,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,30,Stayed
"San Diego",Yes,No,No,None,Month-to-Month,1,Churned
"Sierra City",Yes,No,Yes,"Fiber Optic",Month-to-Month,1,Churned
Fresno,Yes,Yes,Yes,DSL,"One Year",68,Stayed
"Parker Dam",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,63,Stayed
"Oak Park",Yes,No,Yes,DSL,Month-to-Month,60,Stayed
Zenia,Yes,No,No,None,Month-to-Month,19,Stayed
Fresno,Yes,No,No,None,"One Year",12,Churned
Guatay,Yes,No,Yes,"Fiber Optic",Month-to-Month,41,Churned
Cobb,Yes,No,Yes,DSL,"One Year",25,Stayed
"San Jose",Yes,No,No,None,Month-to-Month,8,Stayed
"San Jose",Yes,No,Yes,"Fiber Optic",Month-to-Month,20,Stayed
Temecula,No,No,Yes,DSL,Month-to-Month,17,Stayed
Stanford,Yes,No,No,None,Month-to-Month,44,Stayed
Calimesa,Yes,No,No,None,Month-to-Month,18,Stayed
"Los Angeles",Yes,Yes,Yes,"Fiber Optic","One Year",67,Stayed
Encinitas,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,56,Stayed
"San Diego",Yes,No,Yes,"Fiber Optic",Month-to-Month,1,Churned
"Los Angeles",Yes,No,No,None,Month-to-Month,1,Churned
Hayward,Yes,No,No,None,"One Year",25,Stayed
Mendocino,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,1,Churned
"San Francisco",Yes,No,Yes,"Fiber Optic",Month-to-Month,53,Stayed
"Los Angeles",Yes,No,No,None,"One Year",59,Stayed
Rosemead,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,16,Churned
"Rancho Cucamonga",Yes,No,Yes,"Fiber Optic",Month-to-Month,7,Stayed
"Angelus Oaks",Yes,No,Yes,"Fiber Optic",Month-to-Month,1,Churned
Portola,Yes,No,No,None,"One Year",69,Stayed
Westwood,Yes,No,Yes,"Fiber Optic",Month-to-Month,1,Churned
Concord,Yes,No,No,None,Month-to-Month,3,Churned
Campbell,Yes,Yes,Yes,DSL,"One Year",63,Stayed
Boonville,Yes,Yes,Yes,"Fiber Optic","One Year",69,Stayed
"La Palma",Yes,Yes,Yes,"Fiber Optic","One Year",56,Stayed
Magalia,Yes,No,Yes,"Fiber Optic",Month-to-Month,17,Churned
Coleville,No,No,Yes,Cable,"One Year",45,Stayed
Woodbridge,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,47,Churned
Placentia,Yes,Yes,Yes,"Fiber Optic","One Year",66,Stayed
Pioneertown,Yes,No,Yes,DSL,Month-to-Month,42,Stayed
"Mission Viejo",No,No,Yes,DSL,"One Year",68,Stayed
"Twain Harte",No,No,Yes,DSL,Month-to-Month,17,Stayed
Berkeley,Yes,Yes,Yes,DSL,Month-to-Month,15,Stayed
Richgrove,Yes,Yes,Yes,DSL,Month-to-Month,28,Stayed
"Klamath River",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,28,Stayed
Campbell,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,63,Stayed
Grimes,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,15,Churned
Winnetka,Yes,No,Yes,"Fiber Optic","One Year",14,Churned
"San Jacinto",Yes,Yes,Yes,Cable,Month-to-Month,54,Churned
"Los Angeles",Yes,No,Yes,DSL,Month-to-Month,16,Churned
Bakersfield,Yes,Yes,Yes,DSL,"One Year",44,Stayed
Ocotillo,Yes,No,Yes,"Fiber Optic",Month-to-Month,1,Churned
"Los Angeles",Yes,No,Yes,DSL,"One Year",69,Stayed
"San Lorenzo",Yes,Yes,No,None,"One Year",24,Stayed
Hood,Yes,No,Yes,"Fiber Optic","One Year",61,Stayed
Palmdale,Yes,No,No,None,"One Year",18,Stayed
Fresno,Yes,No,Yes,DSL,Month-to-Month,27,Stayed
Byron,Yes,Yes,Yes,"Fiber Optic","One Year",64,Stayed
Winchester,Yes,Yes,Yes,DSL,"One Year",50,Stayed
Coachella,Yes,No,Yes,DSL,"One Year",30,Stayed
Farmersville,Yes,Yes,No,None,Month-to-Month,17,Stayed
"San Diego",Yes,No,Yes,"Fiber Optic","One Year",51,Stayed
Chico,No,No,Yes,Cable,Month-to-Month,2,Churned
"Boulder Creek",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,2,Churned
"Oregon House",Yes,Yes,Yes,"Fiber Optic","One Year",60,Stayed
"Santa Ana",No,No,Yes,DSL,"One Year",33,Stayed
"San Clemente",Yes,No,Yes,DSL,"One Year",38,Stayed
"Fall River Mills",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,1,Churned
"South Pasadena",Yes,No,No,None,Month-to-Month,16,Stayed
Shoshone,Yes,Yes,Yes,Cable,Month-to-Month,41,Stayed
Brookdale,Yes,Yes,Yes,"Fiber Optic","One Year",49,Stayed
Fresno,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,19,Stayed
"Desert Hot Springs",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,69,Stayed
"Los Angeles",Yes,Yes,No,None,Month-to-Month,47,Stayed
"Santa Margarita",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,27,Stayed
Torrance,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,11,Stayed
"Squaw Valley",Yes,Yes,Yes,"Fiber Optic","One Year",28,Stayed
Palermo,Yes,Yes,Yes,DSL,"One Year",53,Stayed
"Sun City",Yes,No,No,None,"One Year",19,Stayed
Escondido,Yes,No,Yes,DSL,"One Year",23,Stayed
"Amador City",Yes,No,Yes,"Fiber Optic",Month-to-Month,10,Churned
"Happy Camp",Yes,No,Yes,"Fiber Optic",Month-to-Month,38,Churned
"Capistrano Beach",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,27,Stayed
"La Puente",Yes,No,Yes,"Fiber Optic",Month-to-Month,13,Churned
"Big Creek",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,7,Churned
Korbel,Yes,No,Yes,DSL,Month-to-Month,12,Stayed
Lakehead,Yes,No,Yes,DSL,Month-to-Month,7,Churned
"Grizzly Flats",Yes,Yes,Yes,DSL,"One Year",23,Churned
Perris,Yes,No,Yes,Cable,Month-to-Month,20,Stayed
"San Diego",Yes,No,Yes,DSL,Month-to-Month,6,Churned
"Los Angeles",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,60,Stayed
Groveland,No,No,Yes,Cable,Month-to-Month,4,Stayed
Imperial,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,45,Stayed
"San Miguel",Yes,No,Yes,"Fiber Optic",Month-to-Month,25,Stayed
"Avila Beach",Yes,No,Yes,"Fiber Optic","One Year",43,Stayed
Anaheim,Yes,No,No,None,Month-to-Month,12,Churned
"Los Angeles",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,9,Stayed
"Palos Verdes Peninsula",Yes,No,No,None,Month-to-Month,40,Stayed
Posey,Yes,Yes,No,None,Month-to-Month,6,Stayed
"Los Angeles",Yes,No,Yes,"Fiber Optic",Month-to-Month,16,Stayed
"Santa Ynez",Yes,No,No,None,"One Year",8,Stayed
Lafayette,Yes,No,Yes,Cable,Month-to-Month,2,Churned
"Los Angeles",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,50,Churned
Farmington,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,21,Stayed
"San Jose",Yes,Yes,Yes,"Fiber Optic","One Year",64,Stayed
Greenbrae,Yes,No,Yes,"Fiber Optic",Month-to-Month,14,Churned
"Los Angeles",Yes,No,No,None,Month-to-Month,18,Stayed
"San Diego",Yes,No,No,None,Month-to-Month,1,Churned
"Santa Margarita",Yes,No,Yes,DSL,Month-to-Month,43,Stayed
"North Hollywood",Yes,Yes,Yes,DSL,Month-to-Month,2,Churned
Glenhaven,Yes,Yes,Yes,"Fiber Optic","One Year",4,Stayed
Cutler,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,31,Churned
Jenner,Yes,No,No,None,Month-to-Month,5,Stayed
Montara,Yes,Yes,Yes,"Fiber Optic","One Year",27,Stayed
Planada,Yes,No,Yes,DSL,Month-to-Month,4,Churned
"Los Angeles",No,No,Yes,Cable,Month-to-Month,23,Stayed
"San Diego",Yes,No,Yes,"Fiber Optic",Month-to-Month,9,Churned
"La Grange",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,55,Churned
"San Diego",No,No,Yes,DSL,"One Year",49,Stayed
Winnetka,Yes,No,Yes,DSL,"One Year",59,Stayed
Madera,Yes,Yes,Yes,"Fiber Optic","One Year",68,Churned
"Huntington Park",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,16,Churned
Phillipsville,Yes,No,No,None,"One Year",44,Stayed
"Forest Knolls",No,No,Yes,DSL,Month-to-Month,12,Churned
"La Habra",Yes,No,No,None,"One Year",15,Stayed
"Rancho Cucamonga",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,4,Churned
"Sheep Ranch",No,No,Yes,Cable,"One Year",70,Stayed
"Mission Hills",Yes,No,Yes,"Fiber Optic",Month-to-Month,1,Churned
Montrose,Yes,No,No,None,"One Year",35,Stayed
"Foothill Ranch",Yes,Yes,Yes,"Fiber Optic","One Year",68,Stayed
"North Hollywood",No,No,Yes,DSL,"One Year",29,Stayed
Redlands,Yes,No,Yes,Cable,Month-to-Month,9,Stayed
Somis,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,2,Churned
"Santa Clara",Yes,No,Yes,"Fiber Optic",Month-to-Month,24,Stayed
"Santa Ynez",Yes,Yes,Yes,"Fiber Optic","One Year",42,Stayed
"Old Station",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,21,Churned
"Pinon Hills",Yes,Yes,Yes,DSL,"One Year",52,Stayed
Hinkley,Yes,Yes,Yes,DSL,Month-to-Month,18,Stayed
"Dutch Flat",Yes,No,Yes,"Fiber Optic",Month-to-Month,12,Stayed
Fellows,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,3,Churned
Mather,No,No,Yes,DSL,Month-to-Month,46,Churned
Prather,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,53,Churned
Emeryville,Yes,Yes,Yes,DSL,Month-to-Month,15,Churned
"Grover Beach",No,No,Yes,DSL,Month-to-Month,7,Stayed
"Santa Ana",Yes,Yes,No,None,"One Year",54,Stayed
"Sequoia National Park",No,No,Yes,DSL,Month-to-Month,1,Churned
"Palomar Mountain",Yes,Yes,Yes,"Fiber Optic","One Year",68,Stayed
"Los Angeles",Yes,Yes,Yes,"Fiber Optic","One Year",72,Stayed
Pacoima,No,No,Yes,DSL,Month-to-Month,9,Stayed
"Kings Beach",Yes,No,No,None,Month-to-Month,4,Stayed
Canby,No,No,Yes,DSL,"One Year",18,Stayed
"Mount Hermon",Yes,Yes,Yes,DSL,"One Year",41,Stayed
"Lake Forest",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,10,Churned
"San Diego",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,63,Churned
Riverside,Yes,No,No,None,Month-to-Month,6,Stayed
Magalia,Yes,No,No,None,"One Year",14,Stayed
Corona,Yes,No,Yes,"Fiber Optic",Month-to-Month,61,Stayed
Woodbridge,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,13,Stayed
"Canyon Country",Yes,No,Yes,"Fiber Optic","One Year",64,Stayed
Glendale,Yes,No,No,None,Month-to-Month,1,Churned
Berkeley,Yes,Yes,Yes,Cable,Month-to-Month,27,Stayed
"San Diego",Yes,No,Yes,DSL,"One Year",22,Stayed
Cottonwood,Yes,No,Yes,DSL,Month-to-Month,11,Stayed
"Fall River Mills",Yes,Yes,Yes,DSL,Month-to-Month,7,Stayed
"Castro Valley",Yes,No,Yes,DSL,Month-to-Month,6,Stayed
"Mission Viejo",Yes,Yes,Yes,"Fiber Optic","One Year",50,Stayed
Firebaugh,Yes,No,Yes,DSL,Month-to-Month,11,Stayed
"South Gate",Yes,No,Yes,"Fiber Optic","One Year",54,Stayed
"Forest Knolls",No,No,Yes,DSL,Month-to-Month,23,Stayed
Washington,Yes,Yes,Yes,"Fiber Optic","One Year",67,Stayed
"San Lucas",Yes,No,Yes,"Fiber Optic",Month-to-Month,1,Churned
"Beverly Hills",Yes,Yes,Yes,"Fiber Optic","One Year",46,Stayed
Standish,Yes,Yes,No,None,"One Year",48,Stayed
Chowchilla,Yes,No,Yes,DSL,"One Year",40,Stayed
Modesto,Yes,Yes,Yes,DSL,Month-to-Month,11,Churned
"San Ramon",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,4,Churned
"Santa Monica",Yes,No,Yes,DSL,Month-to-Month,30,Stayed
"San Bernardino",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,15,Stayed
"Long Beach",Yes,No,No,None,Month-to-Month,7,Churned
"French Gulch",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,16,Stayed
Branscomb,Yes,No,No,None,Month-to-Month,9,Stayed
Glenhaven,Yes,No,No,None,Month-to-Month,7,Stayed
Downey,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,3,Churned
"San Diego",Yes,Yes,Yes,Cable,"One Year",20,Stayed
Riverside,Yes,No,Yes,"Fiber Optic",Month-to-Month,11,Stayed
"Los Angeles",No,No,Yes,Cable,Month-to-Month,43,Stayed
"Rancho Santa Margarita",Yes,No,Yes,"Fiber Optic",Month-to-Month,21,Churned
"San Jose",No,No,Yes,DSL,"One Year",7,Stayed
Orange,Yes,No,Yes,DSL,Month-to-Month,11,Stayed
Alhambra,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,3,Churned
"Culver City",Yes,No,No,None,"One Year",23,Stayed
"Elk Grove",Yes,No,Yes,DSL,"One Year",18,Stayed
"Olympic Valley",Yes,No,No,None,"One Year",33,Stayed
Edwards,Yes,No,Yes,Cable,Month-to-Month,7,Stayed
"Shaver Lake",Yes,No,Yes,"Fiber Optic",Month-to-Month,1,Churned
Lakeshore,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,30,Stayed
Sacramento,Yes,Yes,Yes,"Fiber Optic","One Year",32,Stayed
Shasta,Yes,No,Yes,"Fiber Optic",Month-to-Month,56,Stayed
Jenner,Yes,No,Yes,"Fiber Optic",Month-to-Month,11,Churned
"San Jose",Yes,No,No,None,"One Year",12,Stayed
Stockton,No,No,Yes,DSL,"One Year",29,Stayed
"Fish Camp",Yes,No,No,None,Month-to-Month,22,Stayed
"Beale Afb",No,No,Yes,DSL,Month-to-Month,29,Churned
Gerber,Yes,No,Yes,Cable,Month-to-Month,10,Stayed
"Los Angeles",Yes,No,No,None,"One Year",26,Stayed
"Culver City",No,No,Yes,DSL,Month-to-Month,13,Stayed
"Los Angeles",Yes,No,Yes,"Fiber Optic","One Year",66,Stayed
"Los Molinos",Yes,Yes,Yes,"Fiber Optic","One Year",70,Churned
"Los Angeles",Yes,No,Yes,"Fiber Optic",Month-to-Month,1,Churned
Coronado,Yes,Yes,Yes,"Fiber Optic","One Year",58,Stayed
Shafter,Yes,No,Yes,Cable,Month-to-Month,1,Churned
Susanville,Yes,No,No,None,Month-to-Month,3,Churned
Friant,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,10,Churned
"Del Mar",Yes,No,Yes,"Fiber Optic",Month-to-Month,56,Churned
"Los Angeles",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,22,Stayed
Oakland,Yes,No,Yes,DSL,Month-to-Month,39,Stayed
Oakland,Yes,No,Yes,"Fiber Optic",Month-to-Month,1,Churned
Acampo,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,10,Churned
Bakersfield,Yes,No,Yes,Cable,Month-to-Month,4,Stayed
"Los Angeles",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,10,Churned
Victorville,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,66,Stayed
"San Diego",Yes,Yes,Yes,"Fiber Optic","One Year",49,Stayed
"El Sobrante",Yes,No,Yes,"Fiber Optic",Month-to-Month,36,Stayed
Lynwood,Yes,Yes,Yes,Cable,"One Year",58,Stayed
"Dos Palos",Yes,No,Yes,"Fiber Optic",Month-to-Month,7,Stayed
Montara,Yes,Yes,Yes,"Fiber Optic","One Year",35,Stayed
Klamath,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,28,Churned
Freedom,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,30,Stayed
"San Ardo",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,52,Stayed
Arcadia,Yes,No,No,None,Month-to-Month,31,Stayed
Ojai,Yes,Yes,Yes,Cable,"One Year",70,Stayed
"San Diego",Yes,Yes,Yes,Cable,Month-to-Month,53,Stayed
Ivanhoe,Yes,No,No,None,Month-to-Month,1,Churned
Fulton,No,No,Yes,Cable,Month-to-Month,1,Churned
Westwood,Yes,No,No,None,Month-to-Month,29,Stayed
Guatay,Yes,No,Yes,Cable,Month-to-Month,2,Churned
"Los Angeles",Yes,No,Yes,"Fiber Optic","One Year",58,Churned
Riverside,Yes,No,Yes,"Fiber Optic",Month-to-Month,12,Stayed
"Los Angeles",Yes,No,Yes,"Fiber Optic",Month-to-Month,12,Churned
"Rohnert Park",Yes,No,Yes,DSL,Month-to-Month,33,Stayed
Fallbrook,Yes,No,Yes,DSL,Month-to-Month,9,Churned
Oakland,Yes,No,Yes,"Fiber Optic",Month-to-Month,7,Churned
"Studio City",No,No,Yes,Cable,Month-to-Month,49,Stayed
Atherton,Yes,No,Yes,DSL,"One Year",61,Stayed
"Round Mountain",Yes,Yes,Yes,Cable,"One Year",17,Stayed
"Orange Cove",Yes,No,No,None,Month-to-Month,12,Stayed
Wheatland,Yes,Yes,Yes,DSL,Month-to-Month,1,Churned
Waterford,Yes,Yes,Yes,"Fiber Optic","One Year",61,Stayed
"San Jose",Yes,No,Yes,DSL,"One Year",27,Stayed
"West Covina",Yes,No,Yes,"Fiber Optic","One Year",48,Stayed
"Cedar Glen",Yes,Yes,Yes,DSL,Month-to-Month,4,Stayed
Weed,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,61,Stayed
Concord,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,31,Stayed
Orangevale,Yes,No,Yes,"Fiber Optic",Month-to-Month,32,Churned
Visalia,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,30,Stayed
Descanso,Yes,No,No,None,Month-to-Month,55,Stayed
Fresno,Yes,No,No,None,Month-to-Month,42,Stayed
"Santa Barbara",No,No,Yes,DSL,Month-to-Month,19,Stayed
Maywood,Yes,No,No,None,"One Year",19,Stayed
"Chula Vista",Yes,No,No,None,Month-to-Month,12,Stayed
Modesto,Yes,No,Yes,DSL,Month-to-Month,4,Stayed
"San Marcos",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,13,Churned
"Palo Cedro",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,4,Churned
"San Mateo",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,8,Churned
Richmond,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,5,Churned
"Meadow Vista",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,12,Churned
Soledad,Yes,No,Yes,"Fiber Optic","One Year",57,Stayed
Murphys,Yes,No,Yes,Cable,Month-to-Month,4,Stayed
"Elk Grove",Yes,No,No,None,Month-to-Month,30,Churned
Hickman,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,7,Churned
Tehachapi,Yes,No,Yes,"Fiber Optic",Month-to-Month,19,Stayed
Sacramento,Yes,Yes,Yes,Cable,Month-to-Month,1,Churned
Camarillo,Yes,Yes,Yes,Cable,Month-to-Month,12,Churned
"Santa Rosa",Yes,No,Yes,Cable,Month-to-Month,17,Churned
"Santa Barbara",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,66,Churned
"San Diego",Yes,No,Yes,DSL,Month-to-Month,3,Churned
"Long Beach",Yes,Yes,Yes,"Fiber Optic","One Year",51,Stayed
Fallbrook,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,51,Churned
"San Dimas",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,35,Churned
Pasadena,Yes,No,Yes,DSL,Month-to-Month,11,Stayed
Shoshone,Yes,No,Yes,DSL,Month-to-Month,2,Churned
Auburn,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,26,Churned
"Gold Run",Yes,Yes,No,None,"One Year",60,Stayed
Forestville,Yes,No,Yes,"Fiber Optic","One Year",62,Stayed
Richvale,Yes,No,Yes,DSL,Month-to-Month,12,Stayed
Whittier,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,4,Churned
Pacoima,Yes,No,Yes,DSL,Month-to-Month,1,Churned
Georgetown,Yes,No,No,None,Month-to-Month,8,Stayed
Riverbank,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,2,Churned
Lancaster,No,No,Yes,Cable,"One Year",42,Churned
"North Hollywood",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,5,Churned
Nicasio,Yes,No,Yes,"Fiber Optic",Month-to-Month,10,Churned
Torrance,Yes,Yes,Yes,"Fiber Optic","One Year",68,Churned
"Camp Nelson",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,20,Churned
Keeler,Yes,No,Yes,Cable,Month-to-Month,14,Stayed
Acton,Yes,No,Yes,DSL,Month-to-Month,5,Stayed
Stockton,Yes,No,No,None,Month-to-Month,6,Stayed
